Filename,Sample Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Spectral_Centroid,Zero_Crossing_Rate,label
03-01-01-01-01-01-02.wav,48000,-424.0826721191406,68.95943450927734,-4.962603569030762,5.423140048980713,0.6098427176475525,3.160730361938477,-9.528841972351074,2.647467851638794,-9.230493545532228,-3.4923794269561768,-2.775556802749634,-0.8583371043205261,-3.252904891967773,0.4075206518173218,0.3707730770111084,0.3855548799037933,0.4148726463317871,0.4304808676242828,0.4430651068687439,0.4736248850822449,0.4907571971416473,0.4714047014713287,0.4168712794780731,0.4021512866020202,0.3976980447769165,4876.754831482792,0.0550984581195014,Depressed
03-01-01-01-01-01-04.wav,48000,-406.7727966308594,60.42958831787109,-7.504326820373535,8.469444274902344,0.0984394699335098,2.273503541946411,-9.09685230255127,1.327377438545227,-10.595312118530272,-6.96135950088501,-5.238770008087158,-2.873955249786377,-2.855379581451416,0.3618283569812774,0.3138642013072967,0.3454321026802063,0.392389565706253,0.4674765169620514,0.5156603455543518,0.5119998455047607,0.4330525994300842,0.3974014222621918,0.3617643117904663,0.399124801158905,0.4147976636886596,5005.760324473313,0.0491541708669354,Depressed
03-01-01-01-01-01-06.wav,48000,-417.1197204589844,73.52739715576172,-14.756843566894531,3.760343551635742,2.179435968399048,7.144001483917236,-11.641491889953612,-3.929654836654663,-6.341086864471436,-7.774187088012695,-2.549265623092652,-1.2185842990875244,-3.380128860473633,0.5265605449676514,0.4550507664680481,0.4694930613040924,0.5505254864692688,0.5578920245170593,0.5813574194908142,0.5387371778488159,0.5129887461662292,0.5422630310058594,0.5421952605247498,0.6129136681556702,0.547113835811615,6393.912991730253,0.063484362519968,Not Depressed
03-01-01-01-01-01-08.wav,48000,-404.9907836914063,79.07821655273438,8.611062049865723,21.36998748779297,9.217443466186523,15.37438678741455,-6.712665557861328,13.984431266784668,-6.331321716308594,-2.73641037940979,4.179200172424316,-2.7540712356567383,2.254230499267578,0.4706610143184662,0.4625695347785949,0.4714770019054413,0.5351803302764893,0.5996142625808716,0.6540956497192383,0.7103396058082581,0.6399056315422058,0.6217641830444336,0.5560113787651062,0.5339080691337585,0.4989267885684967,5832.596086969912,0.0580149363601823,Not Depressed
03-01-01-01-01-01-10.wav,48000,-387.0981750488281,64.63006591796875,6.648077011108398,8.077851295471191,-0.2306746542453766,11.43321132659912,-8.115619659423828,0.8882915377616882,-8.193812370300293,-3.273792028427124,-2.920717477798462,-1.6070096492767334,-3.1588499546051025,0.4537037909030914,0.409388393163681,0.4255520105361938,0.4574213624000549,0.4854433536529541,0.5078129768371582,0.5728898048400879,0.5655637383460999,0.5573883652687073,0.5021284818649292,0.4983989894390106,0.5314528942108154,5911.13830535789,0.0978445030120482,Not Depressed
03-01-01-01-01-01-12.wav,48000,-386.906982421875,75.42918395996094,2.318979501724243,11.532305717468262,3.1997334957122803,8.529487609863281,-8.022231101989746,3.235283136367798,-4.893904209136963,-7.322585105895996,-6.556319236755371,-3.1947450637817383,-5.166244029998779,0.4590222835540771,0.4378342032432556,0.4304491281509399,0.4652693271636963,0.4880611896514892,0.494452565908432,0.5597542524337769,0.5841724872589111,0.5338618755340576,0.5211752653121948,0.5442811250686646,0.5105481147766113,5813.65471139712,0.065126122617302,Not Depressed
03-01-01-01-01-01-14.wav,48000,-397.3633117675781,52.277740478515625,6.131364822387695,14.390515327453612,0.2622691094875335,2.738638401031494,-11.140384674072266,4.423401355743408,-8.787226676940918,-1.914156675338745,-3.3079872131347656,-2.1420602798461914,-0.4870266616344452,0.3738578557968139,0.3906156718730926,0.3988145589828491,0.4421155452728271,0.4650010764598846,0.4877651333808899,0.4957636296749115,0.4335415065288543,0.3658224940299988,0.3393349349498749,0.3670850396156311,0.3710323870182037,5234.101125893929,0.0493298864072085,Depressed
03-01-01-01-01-01-16.wav,48000,-388.7928161621094,69.53659057617188,8.307068824768066,12.569414138793944,1.8204073905944824,5.631786346435547,-9.472467422485352,-2.631535053253174,-6.655187129974365,-3.853360891342163,-4.374628067016602,-1.851171612739563,-4.994951725006104,0.3978756666183471,0.3906470835208893,0.3793019652366638,0.4177264869213104,0.4670963883399963,0.4782678186893463,0.47897469997406,0.4402586817741394,0.4391172528266907,0.4516522586345672,0.4205161929130554,0.4110805988311767,4662.6007096318735,0.0565488114316239,Not Depressed
03-01-01-01-01-01-18.wav,48000,-382.6559143066406,67.14871215820312,8.780920028686523,14.383940696716309,-0.1328785866498947,10.260217666625977,-13.132437705993652,6.926582336425781,-9.562614440917969,-9.002352714538574,-1.7696064710617063,-4.113732814788818,1.7367773056030271,0.4843989312648773,0.4121319353580475,0.4505163431167602,0.5834094285964966,0.7269294857978821,0.8079808950424194,0.6532712578773499,0.4873321056365967,0.408298522233963,0.3889670670032501,0.3883126974105835,0.4499614834785461,6555.835173289547,0.0323059456480061,Not Depressed
03-01-01-01-01-01-20.wav,48000,-372.7846984863281,54.91728591918945,-8.304625511169434,10.233338356018066,-1.651522159576416,2.175394058227539,-11.139575004577637,0.363813191652298,-10.149352073669434,-5.935910224914551,-2.9854679107666016,-3.958296537399292,-2.3144471645355225,0.3786701560020447,0.3758507966995239,0.3535158932209015,0.3541881144046783,0.376078337430954,0.3789935111999511,0.4113135635852813,0.4124089777469635,0.4128313958644867,0.3746595382690429,0.3719455599784851,0.3635802567005157,4697.992232351948,0.0466578196894171,Not Depressed
